MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
240,29,24029,61266573,23870549,50105629,240-29-8359,240-29-8359-85
240,86,24086,82318164,61948235,85799304,240-86-5374,240-86-5374-99
240,11,24011,21169541,34523943,18571312,240-11-5803,240-11-5803-90
240,29,24029,83557129,54456594,50768280,240-29-8359,240-29-8359-85
240,76,24076,79987032,81957438,73313046,240-76-7912,240-76-7912-14
240,86,24086,24408958,24159203,27129113,240-86-5374,240-86-5374-99
240,36,24036,56529869,75635752,15104181,240-36-1106,240-36-1106-30
240,87,24087,61286692,22490361,53520803,240-87-9935,240-87-9935-21
240,30,24030,61772428,28555919,35288812,240-30-9279,240-30-9279-87
240,84,24084,58085269,60479270,12374578,240-84-9179,240-84-9179-60
240,98,24098,66367772,84314452,97591654,240-98-6514,240-98-6514-23
240,73,24073,94759763,70131128,14817439,240-73-6155,240-73-6155-37
240,36,24036,17903762,67662846,37934167,240-36-3547,240-36-3547-37
240,48,24048,49843418,38385335,40525792,240-48-6820,240-48-6820-36
240,95,24095,30820826,47378732,19742640,240-95-5506,240-95-5506-41
240,4,24004,87548737,88868244,76476695,240-04-2535,240-04-2535-37
240,29,24029,73398561,57744354,60844865,240-29-3286,240-29-3286-23
240,93,24093,20898222,50252825,45540880,240-93-2876,240-93-2876-97
240,90,24090,93712696,34599448,94560415,240-90-9928,240-90-9928-63
240,82,24082,17677994,46173735,11605110,240-82-2824,240-82-2824-13
240,20,24020,43536873,96211957,22097638,240-20-3621,240-20-3621-97
240,18,24018,53034150,34602182,35175572,240-18-9348,240-18-9348-73
240,29,24029,56009396,40706475,77543410,240-29-8359,240-29-8359-85
240,49,24049,26599224,19432076,39945003,240-49-5554,240-49-5554-68
240,87,24087,68662346,53735046,28963260,240-87-9935,240-87-9935-21
240,52,24052,64907955,65106991,54392561,240-52-6930,240-52-6930-38
240,5,24005,58683276,50345032,80197209,240-05-6168,240-05-6168-61
240,73,24073,90802230,92283187,97358874,240-73-6155,240-73-6155-37
240,48,24048,78800098,53061237,89553828,240-48-6820,240-48-6820-36
240,96,24096,85921992,64342712,73825481,240-96-9830,240-96-9830-43
240,29,24029,71870020,14910785,82767011,240-29-8359,240-29-8359-85
240,12,24012,77275060,81973561,40524692,240-12-7224,240-12-7224-22
240,82,24082,18901536,94076348,34492009,240-82-6977,240-82-6977-30
240,93,24093,77230655,38104932,94475355,240-93-2876,240-93-2876-97
240,48,24048,68892083,52497285,10861261,240-48-6820,240-48-6820-36
240,88,24088,43942549,62486615,83589897,240-88-2169,240-88-2169-87
240,49,24049,78296159,27515544,39556897,240-49-8668,240-49-8668-77
240,34,24034,14671062,41491997,70706030,240-34-3287,240-34-3287-41
240,90,24090,59202651,74180131,96783796,240-90-9928,240-90-9928-63
240,29,24029,91870902,81864134,99067251,240-29-3286,240-29-3286-23
240,18,24018,78299031,11979326,47955215,240-18-9348,240-18-9348-73
240,87,24087,24737263,62116334,33849458,240-87-9935,240-87-9935-21
240,4,24004,60633819,97388349,26142893,240-04-4257,240-04-4257-93
240,4,24004,43209318,72374724,10327866,240-04-4257,240-04-4257-93
240,96,24096,18054279,26343496,35789954,240-96-9830,240-96-9830-43
240,55,24055,80166551,13585078,51435026,240-55-2040,240-55-2040-59
240,69,24069,48142059,86689169,36089597,240-69-5371,240-69-5371-92
240,30,24030,49163912,80016874,87208846,240-30-9279,240-30-9279-87
240,20,24020,43759220,36344985,16982690,240-20-3621,240-20-3621-97
240,34,24034,48214444,74054303,23220913,240-34-3287,240-34-3287-41
240,85,24085,71342757,42453839,48804988,240-85-4733,240-85-4733-47
240,12,24012,93272898,59359478,60233038,240-12-7224,240-12-7224-22
240,60,24060,65442283,70643220,20621117,240-60-7216,240-60-7216-44
240,36,24036,70968295,11576895,86063472,240-36-1106,240-36-1106-30
240,83,24083,24882947,31836230,11040604,240-83-8517,240-83-8517-28
240,29,24029,93109503,97702752,33636692,240-29-3286,240-29-3286-23
240,11,24011,88904612,42579759,82955740,240-11-5803,240-11-5803-90
240,98,24098,36644079,25292644,83416662,240-98-6514,240-98-6514-23
240,52,24052,42622826,36383664,38191024,240-52-6930,240-52-6930-38
240,82,24082,18977645,56975151,55930192,240-82-3803,240-82-3803-78
240,86,24086,99665431,82594879,91796254,240-86-5374,240-86-5374-99
240,30,24030,11466626,46286473,89473298,240-30-9279,240-30-9279-87
240,30,24030,75252102,79837081,47890683,240-30-9279,240-30-9279-87
240,76,24076,76561936,31404137,43923505,240-76-7912,240-76-7912-14
240,4,24004,82440359,18858830,16737301,240-04-2535,240-04-2535-37
240,60,24060,85838664,20494501,69152222,240-60-7216,240-60-7216-44
240,73,24073,55529152,80534966,23920568,240-73-6155,240-73-6155-37
240,82,24082,45142687,49830123,13102823,240-82-4598,240-82-4598-97
240,87,24087,59591938,41768228,11302344,240-87-9935,240-87-9935-21
240,90,24090,16519813,20108720,37000411,240-90-7924,240-90-7924-53
240,48,24048,98761998,60331733,51124979,240-48-6820,240-48-6820-36
240,12,24012,87686886,87427371,76416643,240-12-7224,240-12-7224-22
240,96,24096,70590931,56678696,14345998,240-96-9830,240-96-9830-43
240,12,24012,71822364,17725849,51223774,240-12-7224,240-12-7224-22
240,82,24082,97678973,50054302,84830557,240-82-3803,240-82-3803-78
240,90,24090,29143714,94346003,57046038,240-90-9928,240-90-9928-63
240,90,24090,35344902,87149698,14053301,240-90-9928,240-90-9928-63
240,60,24060,17945791,34290594,68227303,240-60-7216,240-60-7216-44
240,95,24095,37587573,64104256,49665637,240-95-5506,240-95-5506-41
240,29,24029,21090258,80128951,17189454,240-29-8359,240-29-8359-85
240,84,24084,19218818,62628297,91060013,240-84-9179,240-84-9179-60
240,90,24090,97314098,39733409,19673597,240-90-9928,240-90-9928-63
240,34,24034,90668540,12990784,73646046,240-34-3287,240-34-3287-41
240,96,24096,81556040,59056409,77206787,240-96-9830,240-96-9830-43
240,69,24069,36965259,44086060,29132754,240-69-5371,240-69-5371-92
240,82,24082,32693284,83988638,62274120,240-82-6977,240-82-6977-30
240,82,24082,28007446,27920966,37069035,240-82-4598,240-82-4598-97
240,76,24076,61023133,32598960,41123381,240-76-7912,240-76-7912-14
240,48,24048,32365310,56836074,21418738,240-48-6820,240-48-6820-36
240,33,24033,36716559,84645360,41770107,240-33-1188,240-33-1188-97
240,83,24083,18976364,19933086,88093609,240-83-8517,240-83-8517-28
240,95,24095,10430704,79708011,24918517,240-95-5506,240-95-5506-41
240,76,24076,40473326,37389297,26483520,240-76-7912,240-76-7912-14
240,29,24029,74405512,86343790,81926860,240-29-3286,240-29-3286-23
240,73,24073,73704463,57485758,83504651,240-73-6155,240-73-6155-37
240,94,24094,36026616,56053591,95190598,240-94-5010,240-94-5010-30
240,90,24090,62218855,93268473,13889703,240-90-9928,240-90-9928-63
240,49,24049,91640944,56553313,21103524,240-49-8668,240-49-8668-77
240,94,24094,81731382,79879036,14373688,240-94-5010,240-94-5010-30
240,49,24049,28618806,98777418,60351614,240-49-8668,240-49-8668-77
240,80,24080,69309795,63210317,12178541,240-80-6925,240-80-6925-83
240,88,24088,34252673,42895301,28587479,240-88-2169,240-88-2169-87
240,33,24033,75566886,49643339,99780305,240-33-1188,240-33-1188-97
240,12,24012,67630270,28667693,44598333,240-12-1771,240-12-1771-24
240,29,24029,17399128,94872855,65040061,240-29-8359,240-29-8359-85
240,95,24095,20898454,55176908,31175145,240-95-5506,240-95-5506-41
240,46,24046,49138017,40526067,91017256,240-46-6635,240-46-6635-87
240,82,24082,50219484,54762274,90630907,240-82-2824,240-82-2824-13
240,87,24087,65378558,75096847,34140889,240-87-9935,240-87-9935-21
240,98,24098,78502989,92342582,37412767,240-98-6514,240-98-6514-23
240,30,24030,62144715,57318239,33684482,240-30-9279,240-30-9279-87
240,96,24096,72994299,32762634,63052685,240-96-9830,240-96-9830-43
240,69,24069,47994003,30021227,97250669,240-69-3045,240-69-3045-58
240,25,24025,98803944,84340011,78644573,240-25-2139,240-25-2139-15
240,83,24083,98873636,15112090,98975893,240-83-8517,240-83-8517-28
240,29,24029,88725243,88609605,69533625,240-29-8359,240-29-8359-85
240,18,24018,73947519,46042765,28784794,240-18-9348,240-18-9348-73
240,36,24036,58775198,35823772,61828701,240-36-1106,240-36-1106-30
240,4,24004,18308600,72592648,61101117,240-04-4257,240-04-4257-93
240,42,24042,83049677,20117912,24783608,240-42-1916,240-42-1916-39
240,88,24088,40009740,44311757,59275390,240-88-2169,240-88-2169-87
240,73,24073,73407272,28282211,54262575,240-73-6155,240-73-6155-37
240,60,24060,72423948,94230892,34589814,240-60-7216,240-60-7216-44
240,82,24082,67930132,14045828,18998338,240-82-4598,240-82-4598-97
240,80,24080,78217454,47781952,23839256,240-80-6925,240-80-6925-83
240,29,24029,39687893,27368626,98234377,240-29-8359,240-29-8359-85
240,88,24088,65835414,84992851,81028353,240-88-2169,240-88-2169-87
240,82,24082,33657357,65051235,42845337,240-82-4598,240-82-4598-97
240,4,24004,71969107,75141387,39249638,240-04-4257,240-04-4257-93
240,4,24004,54496417,83285674,11080037,240-04-4257,240-04-4257-93
240,49,24049,82879332,78655030,87034202,240-49-8668,240-49-8668-77
240,46,24046,61538929,69419166,82829070,240-46-6635,240-46-6635-87
240,12,24012,52334353,99446929,79928949,240-12-7224,240-12-7224-22
240,33,24033,87715605,77876466,52035869,240-33-1188,240-33-1188-97
240,87,24087,22208135,33585198,95881044,240-87-9935,240-87-9935-21
240,90,24090,53502090,94673310,96721348,240-90-7924,240-90-7924-53
240,36,24036,73195590,29567139,74787065,240-36-1106,240-36-1106-30
240,36,24036,45007725,93990503,11118295,240-36-3547,240-36-3547-37
240,34,24034,28833905,70743114,49947375,240-34-3287,240-34-3287-41
240,46,24046,46732658,17173836,83821444,240-46-6635,240-46-6635-87
240,34,24034,52549710,96279804,80203823,240-34-1711,240-34-1711-68
240,90,24090,19429203,78660272,87600565,240-90-7924,240-90-7924-53
240,36,24036,29424000,83818977,76094902,240-36-3547,240-36-3547-37
240,73,24073,47373806,19750484,79654659,240-73-6155,240-73-6155-37
240,4,24004,75199898,30250629,15682902,240-04-4257,240-04-4257-93
240,84,24084,49851000,41100760,83083769,240-84-9179,240-84-9179-60
240,46,24046,75503460,17038605,42324434,240-46-6635,240-46-6635-87
240,36,24036,76678206,54499309,78038494,240-36-1106,240-36-1106-30
240,69,24069,37588613,43023520,73690100,240-69-3045,240-69-3045-58
240,4,24004,30491025,83962111,23809085,240-04-4257,240-04-4257-93
240,88,24088,47896478,79519824,29885735,240-88-2169,240-88-2169-87
240,96,24096,20947717,56474951,13908657,240-96-9830,240-96-9830-43
240,46,24046,14617935,13269830,67050039,240-46-6635,240-46-6635-87
240,46,24046,67987910,54355231,22258501,240-46-6635,240-46-6635-87
240,86,24086,53970118,98638138,58964739,240-86-5374,240-86-5374-99
240,82,24082,96564400,21242634,33228002,240-82-2824,240-82-2824-13
240,12,24012,11604859,91212691,94944203,240-12-1771,240-12-1771-24
240,49,24049,39407665,71147559,15287438,240-49-8668,240-49-8668-77
240,69,24069,98620825,74234227,84675496,240-69-5371,240-69-5371-92
240,93,24093,95446286,79465854,72275355,240-93-2876,240-93-2876-97
240,95,24095,86269635,58089215,94776880,240-95-5506,240-95-5506-41
240,82,24082,22528936,42597599,40913566,240-82-6977,240-82-6977-30
240,93,24093,30561633,16739878,12664346,240-93-2876,240-93-2876-97
240,20,24020,40597919,57265606,92658889,240-20-3621,240-20-3621-97
240,86,24086,22698735,46811234,29632031,240-86-5374,240-86-5374-99
240,82,24082,72002380,23865672,79046338,240-82-2824,240-82-2824-13
240,83,24083,84385587,58272640,22476405,240-83-8517,240-83-8517-28
240,49,24049,92904874,45576450,11178030,240-49-5554,240-49-5554-68
240,90,24090,99323462,75906673,98154565,240-90-9928,240-90-9928-63
240,82,24082,48515751,49013070,76900694,240-82-3803,240-82-3803-78
240,49,24049,29452948,57898932,78228266,240-49-8668,240-49-8668-77
240,48,24048,17935661,66974551,93232625,240-48-6820,240-48-6820-36
240,4,24004,88487807,49020175,84708053,240-04-2535,240-04-2535-37
240,48,24048,94494980,82110341,71176349,240-48-6820,240-48-6820-36
240,34,24034,13876382,74640255,51265838,240-34-1711,240-34-1711-68
240,96,24096,44256451,55882479,25730135,240-96-8019,240-96-8019-84
240,34,24034,82933603,35196822,47940369,240-34-1711,240-34-1711-68
240,83,24083,41481473,27675069,51940537,240-83-8517,240-83-8517-28
240,90,24090,26228232,74611862,32819710,240-90-7924,240-90-7924-53
240,29,24029,22143381,59409913,64701206,240-29-3286,240-29-3286-23
240,46,24046,94466302,19011614,80946159,240-46-6635,240-46-6635-87
240,60,24060,12622353,47461880,87660703,240-60-7216,240-60-7216-44
240,60,24060,10815981,90197751,38155442,240-60-7216,240-60-7216-44
240,93,24093,77589412,98722962,55273371,240-93-2876,240-93-2876-97
240,30,24030,23435723,76478372,74259389,240-30-9279,240-30-9279-87
240,96,24096,67578539,77920478,72749461,240-96-9830,240-96-9830-43
240,4,24004,56845835,13046851,87036232,240-04-4257,240-04-4257-93
240,42,24042,84179447,94680984,32254976,240-42-1916,240-42-1916-39
240,90,24090,69228590,76612404,64515356,240-90-7924,240-90-7924-53
240,82,24082,82589759,60458758,57483971,240-82-4598,240-82-4598-97
240,82,24082,21852990,57451543,37449841,240-82-3803,240-82-3803-78
240,76,24076,62343037,13783685,23159127,240-76-7912,240-76-7912-14
240,69,24069,12862311,44646315,10968563,240-69-5371,240-69-5371-92
240,76,24076,30935701,84752894,64080013,240-76-7912,240-76-7912-14
240,93,24093,37149347,34610910,95821278,240-93-2876,240-93-2876-97
240,11,24011,91276999,75540182,45912652,240-11-4814,240-11-4814-22
240,36,24036,31693637,11953332,73249191,240-36-1106,240-36-1106-30
240,87,24087,50377749,46912789,83318401,240-87-9935,240-87-9935-21
240,82,24082,38426218,12982875,34053837,240-82-4598,240-82-4598-97
240,36,24036,77040431,19269520,93266792,240-36-1106,240-36-1106-30
240,35,24035,20682490,90487274,20607303,240-35-2084,240-35-2084-37
240,82,24082,96567622,89648657,14999643,240-82-3803,240-82-3803-78
240,34,24034,43062887,19475530,22814147,240-34-3287,240-34-3287-41
240,36,24036,11949459,42704386,45111825,240-36-1106,240-36-1106-30
240,95,24095,47720779,82475086,13194364,240-95-5506,240-95-5506-41
240,86,24086,34923997,29124952,11791449,240-86-5374,240-86-5374-99
240,25,24025,25160660,25958307,80392817,240-25-2139,240-25-2139-15
240,86,24086,73744923,12739693,39359812,240-86-5374,240-86-5374-99
240,11,24011,53318956,45461656,87101212,240-11-5803,240-11-5803-90
240,87,24087,84398710,91498071,11702331,240-87-9935,240-87-9935-21
240,82,24082,13867184,70476898,68312716,240-82-2824,240-82-2824-13
240,25,24025,31295918,25323619,31672156,240-25-2139,240-25-2139-15
240,82,24082,86862629,54027220,39475889,240-82-2824,240-82-2824-13
240,42,24042,36190031,61182388,14781675,240-42-1916,240-42-1916-39
240,11,24011,87942217,46843346,31158630,240-11-4814,240-11-4814-22
240,48,24048,19142878,85642637,21338556,240-48-6820,240-48-6820-36
240,94,24094,47965202,44656793,51687656,240-94-5010,240-94-5010-30
240,30,24030,77379755,46608409,99592432,240-30-9279,240-30-9279-87
240,69,24069,67955414,43734771,53079648,240-69-3045,240-69-3045-58
240,69,24069,90403886,56813247,26272241,240-69-3045,240-69-3045-58
240,76,24076,78085083,38970765,21749165,240-76-7912,240-76-7912-14
240,20,24020,24241533,85328810,72357244,240-20-3621,240-20-3621-97
240,36,24036,29952069,70468199,48027698,240-36-3547,240-36-3547-37
240,36,24036,50164692,78509219,16616009,240-36-1106,240-36-1106-30
240,49,24049,88090955,63093085,98122569,240-49-5554,240-49-5554-68
240,82,24082,64228636,49113377,57517991,240-82-4598,240-82-4598-97
240,12,24012,34502057,21894653,20555456,240-12-7224,240-12-7224-22
240,29,24029,34640753,68291210,41709990,240-29-8359,240-29-8359-85
240,80,24080,78014777,34681540,23224744,240-80-6925,240-80-6925-83
240,76,24076,13292241,66371302,22772831,240-76-7912,240-76-7912-14
240,4,24004,84962155,38792473,99390645,240-04-4257,240-04-4257-93
240,52,24052,95056419,10908299,48962535,240-52-6930,240-52-6930-38
240,90,24090,46278152,12950025,80231901,240-90-7924,240-90-7924-53
240,33,24033,82725667,23440597,73672596,240-33-1188,240-33-1188-97
240,46,24046,94612501,85426437,97117339,240-46-6635,240-46-6635-87
240,25,24025,72703989,13489060,60389071,240-25-2139,240-25-2139-15
240,96,24096,61141292,86762625,17459238,240-96-9830,240-96-9830-43
240,11,24011,54267512,47465014,66411727,240-11-4814,240-11-4814-22
240,87,24087,52841020,51381634,64564701,240-87-9935,240-87-9935-21
240,35,24035,50337324,98452800,26393851,240-35-2084,240-35-2084-37
240,29,24029,45284152,60974979,83931848,240-29-8359,240-29-8359-85
240,34,24034,25871022,56884532,38027525,240-34-3287,240-34-3287-41
240,90,24090,75171709,83512844,86869225,240-90-7924,240-90-7924-53
240,33,24033,66211479,84746474,25090048,240-33-1188,240-33-1188-97
240,82,24082,10572192,92937657,48735970,240-82-2824,240-82-2824-13
240,82,24082,72121721,34983597,41273517,240-82-2824,240-82-2824-13
240,84,24084,22544653,48545629,49560488,240-84-9179,240-84-9179-60
240,90,24090,40860914,72693522,17281420,240-90-9928,240-90-9928-63
240,98,24098,89839498,88697661,99048998,240-98-6514,240-98-6514-23
240,85,24085,80275903,67781598,36696607,240-85-4733,240-85-4733-47
240,12,24012,46826643,15619704,45878126,240-12-1771,240-12-1771-24
240,95,24095,25056692,32764383,10010663,240-95-5506,240-95-5506-41
240,82,24082,39812660,20325634,55394592,240-82-6977,240-82-6977-30
240,12,24012,89755126,41331828,86739922,240-12-7224,240-12-7224-22
240,30,24030,99828773,70846437,66703575,240-30-9279,240-30-9279-87
240,49,24049,59405380,92800474,10155167,240-49-5554,240-49-5554-68
240,98,24098,86620398,51989206,83737712,240-98-6514,240-98-6514-23
240,87,24087,87593805,98329362,26996567,240-87-9935,240-87-9935-21
240,35,24035,81196040,87451546,74915069,240-35-2084,240-35-2084-37
240,60,24060,41400730,49380296,77111254,240-60-7216,240-60-7216-44
240,25,24025,14784223,20379820,59518662,240-25-2139,240-25-2139-15
240,80,24080,87576211,61592881,19108209,240-80-6925,240-80-6925-83
240,60,24060,62790575,93636960,81249463,240-60-7216,240-60-7216-44
240,5,24005,57004254,74367327,36426542,240-05-6168,240-05-6168-61
240,95,24095,30980089,75205019,45198293,240-95-5506,240-95-5506-41
240,82,24082,55727604,91628328,85185027,240-82-2824,240-82-2824-13
240,90,24090,59669113,53305572,54292862,240-90-9928,240-90-9928-63
240,83,24083,16351210,69826794,21616191,240-83-8517,240-83-8517-28
240,29,24029,62371446,73830235,51855701,240-29-3286,240-29-3286-23
240,30,24030,60989967,17276111,71555932,240-30-9279,240-30-9279-87
240,83,24083,18317127,92818550,32904057,240-83-8517,240-83-8517-28
240,73,24073,38410938,34827279,45979753,240-73-6155,240-73-6155-37
240,48,24048,52979503,51783341,69870151,240-48-6820,240-48-6820-36
240,48,24048,68914237,31101882,91288351,240-48-6820,240-48-6820-36
240,94,24094,38034161,51889341,22994652,240-94-5010,240-94-5010-30
