Linkage_Index,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
609,Malakāpuram,Andhra Pradesh,India,530011,17.6877,83.2394,Asia/Kolkata,Bharti Airtel Limited,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
610,Minato-ku,Tokyo,Japan,206-0042,35.6673,139.751,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
611,Whitehall,Uusimaa,United States,95814,38.5786,-121.504,America/Los_Angeles,California Department of Technology,California Department of Insurance,AS1226 California Department of Technology
612,Timbó,Ohio,The Netherlands,18901,40.318,-75.1331,America/New_York,Service Provider Corporation,Service Provider Corporation,
613,Ottawa,Ontario,Canada,K2P,45.4215,-75.6972,America/Toronto,Public Works and Government Services Canada,Public Works and Government Services Canada,
614,Whitehall,Ohio,South Africa,1639,14.532,121.0781,Asia/Manila,Philippine Long Distance Telephone Co.,Philippine Long Distance Telephone Co,AS9299 Philippine Long Distance Telephone Company
615,Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
616,Atlanta,Georgia,United States,30309,33.8019,-84.3861,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
617,Gwangjin-gu,Seoul,South Korea,51,37.547,127.0958,Asia/Seoul,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS
618,Whitehall,Washington,Japan,W1B,51.5074,-0.127758,Europe/London,Microsoft Limited,Microsoft Limited,
619,Nice,Shanghai,The Netherlands,27668,35.838,-78.6122,America/New_York,United States Postal Service.,United States Postal Service,
620,Mumbai,Maharashtra,India,400001,19.076,72.8777,Asia/Kolkata,Amazon Technologies Inc.,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
621,Whitehall,Iowa,United States,W1D 3DX,51.5145,-0.131317,Europe/London,Barefruit Ltd,Barefruit Ltd,
622,Sierra Vista,New South Wales,United States,94063,37.4883,-122.225,America/Los_Angeles,Turn Inc.,Turn Inc,
623,Seattle,Washington,United States,98109,47.6222,-122.337,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
624,Adelaide,South Australia,Australia,5109,-34.7782,138.6558,Australia/Adelaide,Telstra Internet,,AS1221 Telstra Corporation Ltd
625,Singapore,North West,Singapore,858877,1.35208,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
626,Atlanta,Georgia,United States,30308,33.7793,-84.3895,America/New_York,NCR Corporation,NCR Corporation,AS14962 NCR Corporation
627,Banqiao,Taipei,Taiwan,,25.0114,121.462,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
628,The Woodlands,Texas,United States,77380,30.1608,-95.4526,America/Chicago,Anadarko Petroleum Corporation,Anadarko Petroleum Corporation,
629,Chagrin Falls,Ohio,United States,44022,41.4459,-81.4212,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
630,Zurich,Manitoba,Australia,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
631,Ilion,Ohio,Japan,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
632,Nutley,New Jersey,United States,7110,40.8214,-74.1341,America/New_York,RADIANZ Americas,"RADIANZ Americas, Inc",
633,Jōyō,Virginia,Japan,900 01,63.8202,20.3054,Europe/Stockholm,"UMDAC, Umea University","UMDAC, Umea University","AS12501 UMDAC, Umea University"
634,Quezon City,Metro Manila,Philippines,1100,14.6475,121.0494,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
635,Ichibachō,Chiba,Japan,260-0851,35.5973,140.1423,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
636,Jakarta,Jakarta,Indonesia,,-6.2114,106.8446,Asia/Jakarta,PT Telekomunikasi Selular Indonesia,PT.TELKOMSEL Indonesia,AS23693 PT. Telekomunikasi Selular
637,Yintai,North Savo,United States,82010,41.1446,-104.8116,America/Denver,T-Mobile USA,Sprint Cheyenne POP,
638,Sydney,Kwai Tsing,United States,,41.2619,-95.8608,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
639,Kolkata,West Bengal,India,700053,22.5726,88.3639,Asia/Kolkata,AIRCEL,Aircel Limited,
640,North Bay,Ontario,Canada,P1B,46.3295,-79.5857,America/Toronto,Cogeco Communications Inc.,Cogeco Cable Canada Inc.,AS7992 Cogeco Connexion Inc.
641,Billings,Montana,United States,59103,45.7833,-108.501,America/Denver,Charter Communications,Spectrum,AS33588 Charter Communications
642,Kloten,Zurich,Switzerland,8302,47.4541,8.5648,Europe/Zurich,Provider:Swisscom IP-Plus,Bundesamt fuer Meteorologie und Klimatologie,AS559 SWITCH
643,Seoul,Washington,United States,310000,30.0464,119.954,Asia/Shanghai,Chinanet,ZJ ZF New Material Co,AS4134 CHINANET-BACKBONE
644,London,New York,Serbia,,-30.0273,-51.2353,America/Sao_Paulo,Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande do Sul,AS19200 Universidade Federal do Rio Grande do Sul
645,Atlanta,Georgia,United States,30302,33.749,-84.388,America/New_York,Spectrum,Road Runner,AS11426 Charter Communications Inc
646,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,CTNOSC,USAISC,AS367 DoD Network Information Center
647,Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
648,Hyderabad,Daejeon,United States,2609,-35.3434,149.158,Australia/Sydney,AUSLIG,Auslig,
649,Hyakuninchō,Tokyo,Japan,169-0071,35.706,139.6958,Asia/Tokyo,"National University Corporation, Ehime University",,"AS131897 National University Corporation ,Ehime University"
650,São Paulo,Tokyo,United States,H3T,45.5024,-73.6174,America/Toronto,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),University of Montreal,AS376 Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
651,Manaus,England,United States,10271,40.7085,-74.0106,America/New_York,Mediaocean LLC,Mediaocean LLC,
652,Xiaolou,Massachusetts,United States,T5J,53.5409,-113.507,America/Edmonton,Reserved AS,Edmonton Power,AS23448 ASN-EPCOR
653,Tehran,Tehran,Iran,,35.7198,51.4291,Asia/Tehran,Sepanta Internet and MPLS Service Provider,Sepanta Communication Development Co. Ltd,AS39074 Sepanta Communication Development Co. Ltd
654,Madrid,Madrid,Spain,28044,40.3765,-3.7592,Europe/Madrid,Entidad Publica Empresarial Red.es,UPM,AS766 Entidad Publica Empresarial Red.es
655,Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,China Unicom CHINA169 Shanghai Province Network,,AS17621 China Unicom Shanghai network
656,Ichigaochō,Kanagawa,Japan,225-0021,35.5641,139.5295,Asia/Tokyo,UCOM Corp.,UCOM Corporation,AS17506 ARTERIA Networks Corporation
657,Chennai,Tamil Nadu,India,600001,13.0827,80.2707,Asia/Kolkata,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
658,Richmond,British Columbia,Canada,V7E,49.1297,-123.1658,America/Vancouver,University of British Columbia,University of British Columbia,AS393249 University of British Columbia
659,Luxembourg,Luxembourg,Luxembourg,L-1661,49.6113,6.1294,Europe/Luxembourg,POST Luxembourg,EPT,AS6661 POST Luxembourg
660,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
661,Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
662,Chiyoda,Tokyo,Japan,100-8111,35.6906,139.77,Asia/Tokyo,ITOCHU Techno-Solutions Corporation,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation
663,Dublin,Ohio,United States,43017,40.0992,-83.1141,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
664,Mersin,Mersin,Türkiye,33010,36.769,34.6743,Europe/Istanbul,Broadmax Sub2,,AS44558 Netonline Bilisim Sirketi LTD
665,Ouagadougou,Centre,Burkina Faso,,12.3729,-1.5264,Africa/Ouagadougou,Virtual Technologies network,Virtual Technologies & Solutions,AS37721 Virtual Technologies & Solutions
666,Mexico City,Mexico City,Mexico,4530,19.2974,-99.1842,America/Mexico_City,UNINET,UNINET,
667,Independence,Kentucky,United States,41051,38.9345,-84.5481,America/New_York,Fuse Internet Access,FUSE ADSL Ports - CNESR1,AS6181 Cincinnati Bell Telephone Company LLC
668,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
669,London,Zhejiang,Mexico,,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
670,Bellevue,Washington,United States,98006,47.5767,-122.167,America/Los_Angeles,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
671,Paris,Shaanxi,Brazil,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
672,Belgrade,Belgrade,Serbia,,44.8046,20.4637,Europe/Belgrade,Telekom Srbija Internet Backbone Network,,AS8400 TELEKOM SRBIJA a.d.
673,London,Sichuan,United States,92000,48.8902,2.21339,Europe/Paris,Electricite de France SA,Electricite de France SA,
674,Copenhagen,Capital Region,Denmark,2500,55.6571,12.4979,Europe/Copenhagen,DXC Technology Danmark,DXC Technology Danmark,
675,Natchitoches,Perm Krai,United States,98052,47.6423,-122.137,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
676,Kozani,West Macedonia,Greece,,40.2969,21.7855,Europe/Athens,OTEnet,Ote SA,AS6799 Ote SA (Hellenic Telecommunications Organisation)
677,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Corporation,
678,Fleming Island,Beijing,Malaysia,60666,41.8781,-87.6298,America/Chicago,A100 ROW Inc,A100 ROW Inc,
679,Hamburg,Illinois,China,10123,40.7128,-74.006,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC"
680,Liège,England,Canada,,35.7518,104.286,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
681,Helbra,Saxony-Anhalt,Germany,6311,51.5472,11.5046,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
682,Jakarta,Jakarta,Indonesia,,-6.18,106.821,Asia/Jakarta,PT. INDOSAT Tbk,,AS4761 INDOSAT Internet Network Provider
683,Jinan,Shandong,China,,36.6756,117.0211,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS24444 Shandong Mobile Communication Company Limited
684,Dubai,Dubai,United Arab Emirates,171103,25.266666,55.316666,Asia/Dubai,Microsoft Corporation,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation
685,Cheongju-si,North Chungcheong,South Korea,286,36.6378,127.4723,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
686,Kyiv,Santander Department,Brazil,34015,41.0247,28.9252,Europe/Istanbul,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.
687,Baltimore,Michigan,United States,99352,46.3487,-119.275,America/Los_Angeles,ESnet,Battele Pacific Northwest Laboratory,AS292 ESnet
688,Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
689,Antakya,Hatay,Türkiye,31160,36.2073,36.1619,Europe/Istanbul,Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
690,Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
691,Medellín,Antioquia,Colombia,50043,6.2529,-75.5646,America/Bogota,Telmex Colombia S.A.,Telmex Colombia S.A.,AS10620 Telmex Colombia S.A.
692,Sunny Isles Beach,Florida,United States,33160,25.9442,-80.1406,America/New_York,Breezeline,"Atlantic Broadband Finance, LLC",AS11776 Breezeline
693,Dublin,Leinster,Ireland,D02,53.3498,-6.26031,Europe/Dublin,"Amazon.com, Inc.","Trimble, Inc.","AS16509 Amazon.com, Inc."
694,Bhopal,Busan,Taiwan,75020,48.8323,2.4075,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA
695,Kiryū,Colorado,United States,25801,37.797,-81.1979,America/New_York,Frontier Communications Solutions,ADSL Frontier Communications Bluefield WV,"AS5650 Frontier Communications of America, Inc."
696,Whitehall,Quebec,Ireland,188,62.037,-6.77601,Atlantic/Faroe,Faroese Telecom,,AS15389 P/F Telefonverkid
697,Bologna,Emilia-Romagna,Italy,40128,44.488,11.3752,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
698,Leicester,England,United Kingdom,LE1 9BH,52.6295,-1.13804,Europe/London,Jisc Services Limited,De Montfort University,AS786 Jisc Services Limited
699,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
700,Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
701,Basking Ridge,São Paulo,Singapore,36037,50.5533,9.68158,Europe/Berlin,NETHINKS GmbH,NETHINKS GmbH,AS8319 NETHINKS GmbH
702,Rome,Lazio,Italy,187,41.8931,12.4026,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
703,Hong Kong,Central and Western District,Hong Kong,,22.3193,114.1693,Asia/Hong_Kong,ADA Digital Global Inc,Waterloo Network Company Limited,AS5065 Bunny Communications
704,Norwalk,Connecticut,United States,6851,41.1424,-73.4273,America/New_York,Xerox Corporation,Xerox Corporation,
705,Atlanta,Georgia,United States,30324,33.8229,-84.3686,America/New_York,BellSouth.net Inc.,GSP ADSL EEUA,AS8075 Microsoft Corporation
706,Fort Irwin,KwaZulu-Natal,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
707,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
708,Raleigh,Iowa,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
709,Florence,Tuscany,Italy,50100,43.7891,11.2356,Europe/Rome,Consortium GARR,Universita' degli Studi di Firenze,AS137 Consortium GARR
710,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
711,Ann Arbor,Michigan,United States,48108,42.2139,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,
712,Newark,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
713,Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
714,Yekaterinburg,Sverdlovsk Oblast,Russia,620000,56.8389,60.6057,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding"" Yekaterinburg branch",CJSC ER-Telecom Holding Yekaterinburg,"AS51604 JSC ""ER-Telecom Holding"""
715,Kelowna,British Columbia,Canada,V1Y,49.8956,-119.4897,America/Vancouver,Shaw Communications Inc.,Shaw Communications Inc,AS6327 Shaw Communications Inc.
716,Gila County,Istanbul,Türkiye,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
717,San Diego,California,United States,92111,32.819,-117.179,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
718,Albany,Georgia,United States,31705,31.5493,-84.0818,America/New_York,Mediacom Communications Corp,Mediacom Communications Corp,AS30036 Mediacom Communications Corp
719,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
720,Nairobi,Washington,Japan,32570,30.6617,-87.048,America/Chicago,Mediacom Communications,demia005cm9,AS30036 Mediacom Communications Corp
721,Palo Alto,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
722,Düsseldorf,North Rhine-Westphalia,Germany,40549,51.2352,6.73189,Europe/Berlin,Vodafone GmbH,Vodafone GmbH,
723,Montgomery,Alabama,United States,36114,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
724,Johannesburg,Gauteng,South Africa,2191,-26.2309,28.0583,Africa/Johannesburg,Dimension Data,Dimension Data,AS3741 Dimension Data
725,São Paulo,São Paulo,Brazil,01000-000,-23.5558,-46.6396,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
726,Jinrongjie,Beijing,China,,39.9136,116.363,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
727,Seattle,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
728,Seongnam-si,Australian Capital Territory,Germany,1047,52.3667,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
729,Madrid,Madrid,Spain,28029,40.4697,-3.709,Europe/Madrid,UNI2,,AS12479 Orange Espagne SA
730,Jianshui,Ohio,United States,,41.2619,-95.8608,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
731,Klundert,North Brabant,The Netherlands,4791,51.6657,4.5311,Europe/Amsterdam,Surf B.V.,Avans,AS1103 SURF B.V.
732,Kawaguchi,Saitama,Japan,332-0011,35.7949,139.7334,Asia/Tokyo,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd."
733,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
734,Shenzhen,Tokyo,United States,32714,28.6623,-81.4136,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
735,Ashburn,Virginia,United States,20147,39.0519,-77.4523,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,
736,Wilmington,North Carolina,United States,28412,34.157,-77.9136,America/New_York,Charter Communications,Spectrum,AS20115 Charter Communications
737,Espoo,Ohio,United States,46204,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",
738,Philadelphia,Pennsylvania,United States,19107,39.9528,-75.1646,America/New_York,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
739,Nairobi,Nairobi County,Kenya,9831,-1.2841,36.8155,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
740,Tromsø,Troms,Norway,9014,69.6836,18.9605,Europe/Oslo,Sikt - Kunnskapssektorens Tjenesteleverandor,"Dep. of Information Technology, University of Tromso",AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
