Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
260404213552+0100,234,33,23433,58563619,62374175,52928420,234-33-****,234-33-****-**,4G,Smartphone,2577
260408060310+0200,240,24,24024,18784497,13904677,24641877,240-24-****,240-24-****-**,5G,IoT Device,824
260408140613-0800,310,410,310410,97876256,84688981,67616521,310-410-****,310-410-****-**,4G,Smartphone,2065
260401222129+0100,240,08,24008,22679709,26930518,23963630,240-08-****,240-08-****-**,5G,Smartphone,971
260404211411+0200,240,01,24001,18744775,33962301,25648126,240-01-****,240-01-****-**,5G,Smartphone,1900
260404050658+0200,240,05,24005,31072321,32045025,20505254,240-05-****,240-05-****-**,3G,Smartphone,553
260406032953+0200,206,10,20610,58231609,39699285,53265908,206-10-****,206-10-****-**,5G,IoT Device,1326
260402021218+0000,234,38,23438,59958334,63570095,59366553,234-38-****,234-38-****-**,4G,Smartphone,2879
260406225227+0100,206,10,20610,44107147,36104189,28109084,206-10-****,206-10-****-**,3G,Smartphone,2855
260403215727-0800,310,260,310260,98483305,91306452,65441466,310-260-****,310-260-****-**,4G,IoT Device,2902
260403044605+0200,240,08,24008,25751583,11407865,27542013,240-08-****,240-08-****-**,5G,Smartphone,482
260406121605+0200,206,05,20605,50304252,48883347,25533489,206-05-****,206-05-****-**,5G,Smartphone,799
260406053257+0100,234,38,23438,75041143,71319037,67938804,234-38-****,234-38-****-**,5G,Tablet,2933
260402050051+0200,240,08,24008,13596647,19685906,16509112,240-08-****,240-08-****-**,4G,Smartphone,2554
260407233755+0100,234,10,23410,79315373,52251538,70476873,234-10-****,234-10-****-**,3G,Tablet,867
260407121057+0100,240,24,24024,28944476,34390240,11631135,240-24-****,240-24-****-**,5G,Smartphone,1008
260402111448-0600,310,120,310120,94561954,81218228,82409102,310-120-****,310-120-****-**,4G,IoT Device,974
260406083238-0500,310,480,310480,78243831,87109087,97568813,310-480-****,310-480-****-**,4G,IoT Device,1419
260403042153+0200,240,02,24002,27033650,32138243,29443237,240-02-****,240-02-****-**,5G,Smartphone,613
260403181802-0600,310,260,310260,86549187,79257903,91883398,310-260-****,310-260-****-**,4G,Tablet,2337
260408021348-0800,310,120,310120,90553160,84736883,96077215,310-120-****,310-120-****-**,5G,IoT Device,1193
260405153529-0500,310,410,310410,89760409,93772443,76872862,310-410-****,310-410-****-**,4G,Tablet,1466
260403151419+0100,240,07,24007,14076827,25401146,12803152,240-07-****,240-07-****-**,5G,Smartphone,1189
260403173748+0100,206,05,20605,56389486,40537120,45355373,206-05-****,206-05-****-**,4G,Smartphone,2750
260405133431-0700,310,410,310410,71310701,84233193,98231271,310-410-****,310-410-****-**,4G,IoT Device,290
260403162049+0200,206,20,20620,35941898,43348087,51712394,206-20-****,206-20-****-**,4G,Smartphone,1144
260408135235+0200,240,04,24004,23200345,22984359,10342932,240-04-****,240-04-****-**,4G,Smartphone,1725
260405001643+0200,206,01,20601,48160735,36053109,28766059,206-01-****,206-01-****-**,5G,Smartphone,2938
260404091459+0000,234,20,23420,57395733,56938521,56806175,234-20-****,234-20-****-**,4G,Smartphone,1718
260403124434+0100,234,33,23433,71387453,69252850,68671975,234-33-****,234-33-****-**,3G,Tablet,267
260404162656+0200,206,05,20605,51269989,47118367,50366679,206-05-****,206-05-****-**,4G,IoT Device,1349
260403155159-0800,310,120,310120,92679044,82077455,86539182,310-120-****,310-120-****-**,3G,IoT Device,1118
260406042334+0100,240,08,24008,16480687,27388669,28203238,240-08-****,240-08-****-**,3G,Tablet,2959
260405173556+0200,240,08,24008,33531118,18743915,13157335,240-08-****,240-08-****-**,4G,IoT Device,1294
260406005550+0100,240,05,24005,32633112,32435177,23079778,240-05-****,240-05-****-**,5G,IoT Device,1993
260403191158+0200,240,05,24005,15788916,12404878,11626322,240-05-****,240-05-****-**,4G,Smartphone,724
260406180222+0100,206,10,20610,31337183,49324787,38992567,206-10-****,206-10-****-**,5G,Smartphone,1086
260406121701-0800,310,260,310260,73655514,81919384,70235377,310-260-****,310-260-****-**,5G,Smartphone,1565
260408115527+0100,206,05,20605,40100256,34474435,53375371,206-05-****,206-05-****-**,5G,Smartphone,2011
260402152142+0100,206,10,20610,57633917,43879450,37654442,206-10-****,206-10-****-**,5G,Smartphone,345
260405023923-0800,310,410,310410,90004019,73143772,70799452,310-410-****,310-410-****-**,4G,Smartphone,2300
260405202252-0600,310,410,310410,76468289,79232740,70746865,310-410-****,310-410-****-**,4G,Smartphone,993
260405094700-0800,310,410,310410,71182136,86152072,82730191,310-410-****,310-410-****-**,5G,IoT Device,1112
260406204710+0100,240,16,24016,17154037,33564320,20083364,240-16-****,240-16-****-**,5G,Smartphone,910
260406162317+0000,234,38,23438,56046870,62561689,73744925,234-38-****,234-38-****-**,4G,Smartphone,2841
260404064820+0100,234,33,23433,58778015,72648874,60657503,234-33-****,234-33-****-**,5G,IoT Device,285
260407023627+0200,240,16,24016,11929836,28159074,23240939,240-16-****,240-16-****-**,5G,Tablet,1477
260407062620-0800,310,260,310260,70556598,85463453,77551355,310-260-****,310-260-****-**,4G,IoT Device,255
260402173455+0100,234,38,23438,61898610,71728488,73956087,234-38-****,234-38-****-**,3G,Tablet,1091
260406082409+0200,206,10,20610,55064594,54334450,38390037,206-10-****,206-10-****-**,5G,Smartphone,2831
260407185727+0100,240,05,24005,34797224,18969531,10852896,240-05-****,240-05-****-**,5G,Smartphone,2150
260323055537+0200,206,05,20605,37342009,30668672,42664680,206-05-****,206-05-****-**,5G,IoT Device,41
260407042412+0100,206,05,20605,31345685,46765290,46888132,206-05-****,206-05-****-**,5G,Smartphone,1200
260402152121+0100,206,10,20610,40661661,53949590,26489072,206-10-****,206-10-****-**,5G,Smartphone,2116
260402094341+0100,234,33,23433,70214676,74321486,55512468,234-33-****,234-33-****-**,5G,Smartphone,2983
260403082410+0100,206,01,20601,39336729,49298422,54513932,206-01-****,206-01-****-**,5G,Smartphone,281
260407225707+0100,240,07,24007,16562624,20452259,24056421,240-07-****,240-07-****-**,5G,Tablet,2970
260406055012+0100,234,30,23430,56396898,73677437,70268019,234-30-****,234-30-****-**,3G,Smartphone,192
260407192803+0200,206,10,20610,40730122,42466500,29477158,206-10-****,206-10-****-**,4G,Tablet,1006
260407204408+0100,234,30,23430,55443703,57288435,75867540,234-30-****,234-30-****-**,3G,Tablet,1288
260403230120-0500,310,480,310480,88951144,84562228,97885453,310-480-****,310-480-****-**,3G,Smartphone,2073
260407175250+0100,240,01,24001,14903548,20726718,25470068,240-01-****,240-01-****-**,5G,Smartphone,142
260402155236-0500,310,120,310120,75734967,89180406,66540666,310-120-****,310-120-****-**,4G,Smartphone,712
260406115308+0100,234,33,23433,63903292,51392223,68697356,234-33-****,234-33-****-**,3G,Tablet,1509
260405105910-0500,310,260,310260,74175230,82593759,71497790,310-260-****,310-260-****-**,5G,Smartphone,1999
260402045239-0500,310,480,310480,94442305,87255697,74668772,310-480-****,310-480-****-**,5G,IoT Device,2321
260404143720+0000,234,38,23438,71825689,55759646,71687548,234-38-****,234-38-****-**,3G,Smartphone,736
260405091242+0200,240,01,24001,25807668,14733316,16788805,240-01-****,240-01-****-**,4G,Smartphone,1289
260405204452+0100,206,05,20605,41493929,54187140,39009769,206-05-****,206-05-****-**,4G,Tablet,625
260407061047-0700,310,120,310120,96958574,70017714,74199810,310-120-****,310-120-****-**,5G,IoT Device,515
260402064000+0200,206,05,20605,50201963,49531447,34902021,206-05-****,206-05-****-**,5G,Tablet,1148
260406085900+0100,206,20,20620,45427849,40367984,44729943,206-20-****,206-20-****-**,5G,Smartphone,595
260405055716+0100,206,05,20605,34891137,31023596,26564524,206-05-****,206-05-****-**,4G,Tablet,758
260325204902+0100,206,10,20610,49871841,48308274,31037355,206-10-****,206-10-****-**,5G,Smartphone,20
260402133556+0100,234,33,23433,60088149,55609330,59180959,234-33-****,234-33-****-**,3G,Smartphone,2694
260407181239-0500,310,410,310410,84331903,71256095,99425495,310-410-****,310-410-****-**,4G,IoT Device,548
260405174259+0100,240,16,24016,32797596,29099147,25127165,240-16-****,240-16-****-**,3G,Smartphone,1941
260405095249-0500,310,410,310410,74592751,89674418,90246962,310-410-****,310-410-****-**,5G,Smartphone,283
260405111728+0100,240,08,24008,39881107,21662135,24315341,240-08-****,240-08-****-**,5G,Smartphone,518
260406005549-0500,310,260,310260,95087267,93622297,71677480,310-260-****,310-260-****-**,5G,Smartphone,972
260408015025+0000,234,15,23415,64716582,60627706,67962194,234-15-****,234-15-****-**,4G,Tablet,985
260402111414+0200,206,10,20610,40524288,46098881,48899730,206-10-****,206-10-****-**,3G,Smartphone,775
260403211008+0100,206,05,20605,40531881,36795612,44909469,206-05-****,206-05-****-**,3G,Tablet,649
260408004513+0200,240,05,24005,11161170,19379870,23924524,240-05-****,240-05-****-**,5G,Smartphone,1323
260408122339+0200,206,20,20620,40708134,31998951,37119127,206-20-****,206-20-****-**,5G,Smartphone,715
260406060258+0000,234,30,23430,60054751,69710057,76923437,234-30-****,234-30-****-**,3G,Smartphone,898
260407073025-0800,310,410,310410,85965098,83001097,71869400,310-410-****,310-410-****-**,4G,IoT Device,990
260408082953-0600,310,260,310260,89587465,75620162,91202172,310-260-****,310-260-****-**,5G,Smartphone,1302
260401171705+0200,240,04,24004,21157644,33208420,24901989,240-04-****,240-04-****-**,4G,Smartphone,2007
260402195929+0200,240,05,24005,34064748,11656984,15247593,240-05-****,240-05-****-**,5G,Smartphone,1500
260402232905-0800,310,120,310120,76876526,77470214,72737287,310-120-****,310-120-****-**,3G,Tablet,1646
260404130848-0800,310,410,310410,85532179,91883363,85732496,310-410-****,310-410-****-**,5G,Smartphone,1815
260401151006-0600,310,120,310120,84627791,70236023,96822819,310-120-****,310-120-****-**,5G,Smartphone,2904
260405200855-0500,310,260,310260,86485919,75276120,68619086,310-260-****,310-260-****-**,4G,Tablet,2404
260408090336+0200,206,10,20610,49239536,39774036,46606389,206-10-****,206-10-****-**,5G,Tablet,2781
260403081953+0100,206,05,20605,59953464,48605204,36076108,206-05-****,206-05-****-**,4G,Smartphone,1870
260402082707+0200,240,24,24024,37954450,20501758,20423278,240-24-****,240-24-****-**,5G,Smartphone,1450
260406084256+0100,206,10,20610,48886396,34633736,48085191,206-10-****,206-10-****-**,5G,Smartphone,1263
260406033742+0000,234,33,23433,79436696,56534695,73947154,234-33-****,234-33-****-**,3G,Smartphone,1124
260404085223+0200,206,10,20610,58009680,46519272,28351854,206-10-****,206-10-****-**,3G,Smartphone,492
260403221903+0100,206,10,20610,38935198,42875126,43796687,206-10-****,206-10-****-**,4G,Tablet,942
260404200044+0100,240,07,24007,23512910,13581818,15102718,240-07-****,240-07-****-**,4G,Smartphone,2825
260403210940-0600,310,260,310260,91264897,87892471,94388549,310-260-****,310-260-****-**,4G,Smartphone,1682
260402144128+0100,206,10,20610,36101135,49565353,54681713,206-10-****,206-10-****-**,5G,Smartphone,2579
260401230405-0500,310,120,310120,93558758,87643218,85047219,310-120-****,310-120-****-**,5G,IoT Device,2549
260405103439+0100,240,01,24001,23109249,21293807,24261402,240-01-****,240-01-****-**,5G,Smartphone,1009
260402001732+0000,234,10,23410,50423804,65631554,75135161,234-10-****,234-10-****-**,3G,Smartphone,725
260402170553+0100,234,33,23433,55028656,63004629,71190914,234-33-****,234-33-****-**,4G,Tablet,2211
260403204648+0200,240,08,24008,15766092,23278174,19617750,240-08-****,240-08-****-**,5G,Smartphone,2385
260405141838+0000,234,10,23410,78963614,64228856,63908183,234-10-****,234-10-****-**,4G,IoT Device,1970
260405190333-0700,310,260,310260,87803516,70476771,91011734,310-260-****,310-260-****-**,4G,Smartphone,1438
260403191239+0100,234,38,23438,65953536,70113539,56589243,234-38-****,234-38-****-**,4G,Tablet,1699
260403195815+0000,234,15,23415,65330674,59200870,50653627,234-15-****,234-15-****-**,4G,Smartphone,318
260406021011+0200,240,16,24016,19064179,25797850,12615191,240-16-****,240-16-****-**,5G,Smartphone,2433
260408023320-0700,310,260,310260,84197229,93075978,75704105,310-260-****,310-260-****-**,4G,Smartphone,1097
260401235919+0200,240,04,24004,23850630,13652503,27121480,240-04-****,240-04-****-**,3G,Smartphone,575
260404065505+0000,234,15,23415,76901936,69902965,66174871,234-15-****,234-15-****-**,5G,Smartphone,2787
260401215520+0200,206,10,20610,57564474,51523821,53886907,206-10-****,206-10-****-**,4G,Smartphone,2328
260405174820-0800,310,260,310260,90727775,72202479,77631599,310-260-****,310-260-****-**,5G,Smartphone,1748
260406205416+0100,234,15,23415,71449687,50955226,52004401,234-15-****,234-15-****-**,3G,Tablet,1123
260403012239+0100,234,15,23415,75790810,67279995,76109534,234-15-****,234-15-****-**,3G,Smartphone,2426
260404084749+0000,234,10,23410,79619272,54388741,76672354,234-10-****,234-10-****-**,3G,Smartphone,189
260407023055+0100,206,05,20605,59345788,34475083,42808645,206-05-****,206-05-****-**,5G,Tablet,1041
260403225707-0600,310,410,310410,85063262,74231540,75021153,310-410-****,310-410-****-**,4G,IoT Device,396
260402113818+0200,206,10,20610,39150351,46579044,28044242,206-10-****,206-10-****-**,4G,Smartphone,2686
260407092401+0100,206,05,20605,41699746,39797254,51181788,206-05-****,206-05-****-**,5G,Smartphone,1405
260404111818-0800,310,120,310120,80741319,87318008,78163644,310-120-****,310-120-****-**,4G,Smartphone,439
260407221757+0200,206,20,20620,43101949,50134684,47113740,206-20-****,206-20-****-**,5G,Tablet,2551
260407073811+0200,240,04,24004,16532625,17597441,17772005,240-04-****,240-04-****-**,5G,Smartphone,671
260405231034+0200,206,05,20605,38921963,34223621,45480834,206-05-****,206-05-****-**,4G,Smartphone,798
260407003459-0800,310,120,310120,73115293,91741453,91663117,310-120-****,310-120-****-**,3G,Smartphone,564
260405160152+0000,234,10,23410,59340166,63523169,62635119,234-10-****,234-10-****-**,3G,IoT Device,2718
260403030617-0500,310,410,310410,95033249,83342296,86942740,310-410-****,310-410-****-**,4G,IoT Device,2636
260407111031+0100,240,16,24016,20422552,23463249,14507586,240-16-****,240-16-****-**,5G,Smartphone,473
260402224415+0100,240,08,24008,31353280,30536927,11105725,240-08-****,240-08-****-**,5G,Smartphone,1935
260403104719+0200,206,20,20620,50241953,36211684,48398996,206-20-****,206-20-****-**,4G,Smartphone,1566
260405122345-0800,310,120,310120,77624731,77804828,68182580,310-120-****,310-120-****-**,5G,Smartphone,1537
260403020837+0100,206,20,20620,49156011,52907553,37759618,206-20-****,206-20-****-**,5G,Smartphone,504
260401211048+0200,240,24,24024,38469382,13524654,28527041,240-24-****,240-24-****-**,5G,Smartphone,1892
260406200002+0200,206,20,20620,59440912,43785886,51207880,206-20-****,206-20-****-**,4G,Smartphone,1199
260407191226+0200,206,01,20601,46009275,47340172,41732733,206-01-****,206-01-****-**,5G,IoT Device,2690
260406150838+0000,234,10,23410,52198196,60438813,56214577,234-10-****,234-10-****-**,3G,Tablet,1944
260407125656+0000,234,20,23420,50246615,68393890,51638721,234-20-****,234-20-****-**,4G,Tablet,2660
260407110301+0100,206,10,20610,37346626,43475888,52339056,206-10-****,206-10-****-**,5G,Smartphone,1586
260407154419-0700,310,480,310480,93322160,78928853,91610446,310-480-****,310-480-****-**,4G,Smartphone,1740
260404071654+0200,240,08,24008,38775082,19485269,16561468,240-08-****,240-08-****-**,5G,Smartphone,1967
260403021307+0100,240,02,24002,24882919,32880783,27368379,240-02-****,240-02-****-**,5G,Tablet,2432
260403083941+0200,240,08,24008,19473890,29993048,15852558,240-08-****,240-08-****-**,5G,Smartphone,1238
260404013603+0200,206,10,20610,49999508,50134767,32499849,206-10-****,206-10-****-**,5G,Smartphone,2840
260402095519+0000,234,20,23420,54422315,53117749,77274754,234-20-****,234-20-****-**,3G,Smartphone,115
260407145501+0100,240,05,24005,17492775,13512741,29369289,240-05-****,240-05-****-**,3G,IoT Device,2723
260402113309-0800,310,120,310120,77133442,83885448,91385403,310-120-****,310-120-****-**,4G,Smartphone,1809
260401170111-0600,310,120,310120,79174342,76782733,99638741,310-120-****,310-120-****-**,5G,Smartphone,1813
260406185205-0500,310,260,310260,70256650,94563138,88780881,310-260-****,310-260-****-**,4G,IoT Device,2124
260402061953+0100,240,05,24005,16209324,25042472,18862583,240-05-****,240-05-****-**,5G,Smartphone,1840
260407054320-0500,310,260,310260,86881939,92113868,77023231,310-260-****,310-260-****-**,4G,IoT Device,1429
260403104444+0200,206,20,20620,48537569,43176356,38889236,206-20-****,206-20-****-**,5G,IoT Device,1489
260404112335-0800,310,260,310260,95586782,75401562,65547237,310-260-****,310-260-****-**,4G,Smartphone,1926
260405235817+0100,206,05,20605,44346388,43585074,51045444,206-05-****,206-05-****-**,4G,Smartphone,105
260408100322+0100,234,38,23438,61668211,53432302,55508041,234-38-****,234-38-****-**,5G,IoT Device,1856
260405200759+0200,240,05,24005,15354585,23677948,12742063,240-05-****,240-05-****-**,5G,Smartphone,2853
260402131443+0100,240,24,24024,24455431,22207795,29082794,240-24-****,240-24-****-**,4G,Smartphone,1745
260408090131-0600,310,480,310480,71639326,87557601,81875777,310-480-****,310-480-****-**,4G,IoT Device,618
260405135015+0200,206,20,20620,37218036,31857077,41204924,206-20-****,206-20-****-**,5G,Smartphone,2614
260406184741+0100,240,05,24005,21273197,26667539,26870112,240-05-****,240-05-****-**,5G,Tablet,151
260406214406-0800,310,260,310260,99324565,70035750,94510865,310-260-****,310-260-****-**,4G,Smartphone,2641
260401203236+0100,234,15,23415,73621206,54245207,76242332,234-15-****,234-15-****-**,5G,IoT Device,2942
260405144546+0100,206,05,20605,51832400,34945486,50856469,206-05-****,206-05-****-**,5G,Smartphone,1214
