Linkage_Index,Region,Country,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
708,California,United States,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
709,Tuscany,Italy,43.7891,11.2356,Europe/Rome,Consortium GARR,Universita' degli Studi di Firenze,AS137 Consortium GARR
710,Arizona,United States,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
711,Michigan,United States,42.2139,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,
712,New Jersey,United States,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
713,Washington,United States,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
714,Sverdlovsk Oblast,Russia,56.8389,60.6057,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding"" Yekaterinburg branch",CJSC ER-Telecom Holding Yekaterinburg,"AS51604 JSC ""ER-Telecom Holding"""
715,British Columbia,Canada,49.8956,-119.4897,America/Vancouver,Shaw Communications Inc.,Shaw Communications Inc,AS6327 Shaw Communications Inc.
716,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
717,California,United States,32.819,-117.179,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
718,Georgia,United States,31.5493,-84.0818,America/New_York,Mediacom Communications Corp,Mediacom Communications Corp,AS30036 Mediacom Communications Corp
719,Arizona,United States,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
720,Florida,United States,30.6617,-87.048,America/Chicago,Mediacom Communications,demia005cm9,AS30036 Mediacom Communications Corp
721,California,United States,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
722,North Rhine-Westphalia,Germany,51.2352,6.73189,Europe/Berlin,Vodafone GmbH,Vodafone GmbH,
723,Alabama,United States,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
724,Gauteng,South Africa,-26.2309,28.0583,Africa/Johannesburg,Dimension Data,Dimension Data,AS3741 Dimension Data
725,São Paulo,Brazil,-23.5558,-46.6396,America/Sao_Paulo,Vivo,TELEFONICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
726,Beijing,China,39.9136,116.363,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
727,Washington,United States,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
728,North Holland,Netherlands,52.3667,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
729,Madrid,Spain,40.4697,-3.709,Europe/Madrid,UNI2,,AS12479 Orange Espagne SA
730,Iowa,United States,41.2619,-95.8608,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
731,North Brabant,The Netherlands,51.6657,4.5311,Europe/Amsterdam,Surf B.V.,Avans,AS1103 SURF B.V.
732,Saitama,Japan,35.7949,139.7334,Asia/Tokyo,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd."
733,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
734,Florida,United States,28.6623,-81.4136,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
735,Virginia,United States,39.0519,-77.4523,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,
736,North Carolina,United States,34.157,-77.9136,America/New_York,Charter Communications,Spectrum,AS20115 Charter Communications
737,Indiana,United States,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",
738,Pennsylvania,United States,39.9528,-75.1646,America/New_York,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
739,Nairobi County,Kenya,-1.2841,36.8155,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
740,Troms,Norway,69.6836,18.9605,Europe/Oslo,Sikt - Kunnskapssektorens Tjenesteleverandor,"Dep. of Information Technology, University of Tromso",AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
741,Illinois,United States,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
742,Jiangsu,China,31.5618,120.2864,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
743,New Taipei,Taiwan,24.9466,121.586,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
744,Sichuan,China,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
745,Rheinland-Pfalz,Germany,49.4823,8.4397,Europe/Berlin,Telefonica O2 Germany,Telefonica Germany GmbH & Co.,AS6805 Telefonica Germany GmbH & Co.OHG
746,Plaines Wilhems District,Mauritius,-20.2431,57.4962,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
747,Pennsylvania,United States,40.0095,-75.2184,America/New_York,Hotwire Communications,Hotwire Business Solutions,"AS3356 Level 3 Parent, LLC"
748,Saitama,Japan,35.8292,139.6789,Asia/Tokyo,NTT-ME Corporation,XePhion,AS9595 NTT-ME Corporation
749,California,United States,37.7583,-121.958,America/Los_Angeles,Chevron Corporation,Chevron Corporation,
750,Arizona,United States,32.4063,-111.0633,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC"
751,Texas,United States,30.2672,-97.7431,America/Chicago,"SWITCH, LTD","SWITCH, LTD","AS23005 SWITCH, LTD"
752,Texas,United States,29.4227,-98.4927,America/Chicago,Aptum Technologies,Cogeco Peer 1,AS13768 Aptum Technologies
753,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
754,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
755,California,United States,37.1835,-121.7714,America/Los_Angeles,"8x8, Inc.","8x8, Inc","AS13896 8x8, Inc."
756,Thuringia,Germany,50.8366,10.9561,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
757,District of Columbia,United States,38.9072,-77.0369,America/New_York,Verizon Business,Central Intelligence Agency,AS7046 Verizon Business
758,Indiana,United States,41.7011,-86.872,America/Chicago,Purdue University,Purdue University Northwest,AS17 Purdue University
759,Louisiana,United States,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
760,North Brabant,The Netherlands,51.4129,5.45625,Europe/Amsterdam,Koninklijke Philips N.V.,Koninklijke Philips N.V.,
761,Île-de-France,France,48.8323,2.4075,Europe/Paris,"Amazon.com, Inc.","Palo Alto Networks, Inc","AS16509 Amazon.com, Inc."
762,Zhejiang,China,28.4676,119.923,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
763,England,United Kingdom,53.3858,-1.4616,Europe/London,ASK4 Limited,Ask4 Limited,AS41230 ASK4 Limited
764,Guangdong,China,23.1181,113.2539,Asia/Shanghai,China Unicom Guangdong Province Network,,AS17816 China Unicom IP network China169 Guangdong province
765,England,United Kingdom,51.7682,-0.235824,Europe/London,EE Limited,Orange PCS GPRS Services,AS12576 EE Limited
766,Colorado,United States,39.489,-104.8298,America/Denver,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS33652 Comcast Cable Communications, LLC"
767,Tokyo,Japan,35.6906,139.77,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
768,Wisconsin,United States,43.0382,-87.91,America/Chicago,"AT&T Services, Inc.",Sundquist LAW Office,"AS7018 AT&T Services, Inc."
769,Oregon,United States,45.5072,-122.826,America/Los_Angeles,Nike,"Nike, Inc.",
770,Hesse,Germany,50.1109,8.68213,Europe/Berlin,AXESS Networks Solutions Germany GmbH,Customer AXESS EMEA,AS39151 AXESS Networks Solutions Germany GmbH
771,Colorado,United States,39.0538,-104.8191,America/Denver,"VELOCITY, A MANAGED SERVICES COMPANY",Velocity Inc,"AS62728 VELOCITY, A MANAGED SERVICES COMPANY"
772,England,United Kingdom,52.6513,-1.0876,Europe/London,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited
773,New York,United States,40.7128,-74.006,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS3561 CenturyLink Communications, LLC"
774,Central Region,Uganda,0.320715,32.5884,Africa/Kampala,Airtel UG,Mobile Data Service 2G,AS37075 Airtel Uganda Limited
775,Rajasthan,India,26.9525,75.7105,Asia/Kolkata,Bharti Airtel,Bharti Airtel Ltd,AS45609 Bharti Airtel Ltd. AS for GPRS Service
776,Auvergne-Rhône-Alpes,France,45.7877,3.11234,Europe/Paris,BE YS Cloud France SASU,Almerys,AS200102 BE YS Cloud France SASU
777,Beijing,China,39.9042,116.407,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
778,Guangdong,China,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
779,Tianjin,China,39.1488,117.1762,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
780,Kwai Tsing,Hong Kong,22.3484,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
781,Arizona,United States,33.5278,-112.2105,America/Phoenix,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.
782,Saint James Parish,Jamaica,18.469,-77.9295,America/Jamaica,FLOW,Columbus Networks USA,AS30689 FLOW
783,Nevada,United States,36.1788,-115.1715,America/Los_Angeles,State of Nevada,State of Nevada,AS21783 State of Nevada
784,Jihocesky kraj,Czechia,49.0193,14.5107,Europe/Prague,T-Mobile Czech Republic,,AS13036 T-Mobile Czech Republic a.s.
785,Stockholm County,Sweden,59.3293,18.0686,Europe/Stockholm,Bredband2 AB,Bredband2,AS29518 Bredband2 AB
786,Giza,Egypt,30.0734,31.0178,Africa/Cairo,Vodafone Data,,AS36935 Vodafone Data
787,Stockholm County,Sweden,59.3241,18.0517,Europe/Stockholm,Telenor Sverige AB,Bredbandsbolaget,AS2119 Telenor Norge AS
788,Nouvelle-Aquitaine,France,46.5874,0.3332,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR Infra,AS15557 Societe Francaise Du Radiotelephone - SFR SA
789,National Capital Territory of Delhi,India,28.6542,77.2373,Asia/Kolkata,ANI EXTREEM BROADBAND,,AS132116 Ani Network Pvt Ltd
790,England,United Kingdom,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
791,Bavaria,Germany,48.0149,12.5439,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
792,England,United Kingdom,51.3926,1.4046,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
793,Washington,United States,47.6423,-122.137,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
794,England,United Kingdom,51.5591,-0.2283,Europe/London,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited
795,Arizona,United States,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
796,Michigan,United States,42.3864,-83.5176,America/Detroit,Freudenberg-NOK General Parternership,Freudenberg-NOK General Parternership,
797,Texas,United States,29.4221,-98.4926,America/Chicago,City of San Antonio,City of San Antonio,AS3709 City of San Antonio
798,Mariy-El Republic,Russia,56.6376,47.905,Europe/Moscow,"JSC ""ER-Telecom Holding""","JSC ""ER-Telecom Holding"" Yoshkar-Ola Branch","AS41786 JSC ""ER-Telecom Holding"""
799,California,United States,37.5558,-122.277,America/Los_Angeles,CenturyLink Communications,Sony Computer Entertainment-Network Platform/Infrastructure,"AS3561 CenturyLink Communications, LLC"
800,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
801,California,United States,35.2811,-116.783,America/Los_Angeles,Goldstone (Deep Space Network) Facility,Goldstone (Deep Space Network) Facility,AS297 National Aeronautics and Space Administration
802,São Paulo,Brazil,-23.6283,-46.6409,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
803,Shanghai,China,31.1119,121.372,Asia/Shanghai,Oriental Cable Network Co,,"AS9812 Oriental Cable Network Co., Ltd."
804,Prague,Czechia,50.0923,14.4512,Europe/Prague,"Quantcom, a.s.",Dial Telecom,"AS29208 Quantcom, a.s."
805,Mie,Japan,35.0535,136.6736,Asia/Tokyo,"Chubu Telecommunications Company, Inc.","Chubu Telecommunications Co., Inc.","AS18126 Chubu Telecommunications Company, Inc."
806,Beijing,China,39.9042,116.407,Asia/Shanghai,HWCSNET,Huawei Public Cloud Service,
807,Arizona,United States,33.4834,-112.077,America/Phoenix,Dignity Health,Dignity Health,
808,Central and Western District,Hong Kong,22.3193,114.1693,Asia/Hong_Kong,Google LLC,Google Cloud (asia-east2),AS15169 Google LLC
809,Australian Capital Territory,Australia,-35.306,149.134,Australia/Sydney,Australian Crime Commission,Australian Crime Commission,
810,Alabama,United States,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
811,Istanbul,Türkiye,41.0247,28.9252,Europe/Istanbul,descr Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
812,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS138 DoD Network Information Center
813,Gyeonggi-do,South Korea,37.6752,126.7648,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
814,North West,Singapore,1.35208,103.82,Asia/Singapore,CHINANET Guangdong province Guangzhou MAN network,World Crossing Telecom(GuangZhou) Ltd.,AS134773 CHINANET Guangdong province Guangzhou MAN network
815,Baden-Wurttemberg,Germany,48.2302,7.708,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
816,Virginia,United States,38.954,-77.3862,America/New_York,Sprint,Sprint,
817,São Paulo,Brazil,-23.5558,-46.6396,America/Sao_Paulo,V tal,V tal,AS7738 V tal
818,Hesse,Germany,50.1109,8.68213,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
819,Oita,Japan,33.2396,131.61,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Japan150,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
820,New South Wales,Australia,-33.8715,151.2006,Australia/Sydney,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
821,Colorado,United States,40.5603,-105.081,America/Denver,USDA,USDA Office of Operations,AS4152 USDA
822,New Jersey,United States,40.6953,-74.5784,America/New_York,Avaya Inc.,Avaya Inc,AS18676 Avaya Inc.
823,South Moravian,Czechia,49.1953,16.6016,Europe/Prague,MAXPROGRES,Dial Telecom,"AS34315 Quantcom, a.s."
824,Guangdong,China,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
825,Beni Suweif,Egypt,28.9241,30.9854,Africa/Cairo,Etisalat Misr Mobile BB,,AS36992 ETISALAT MISR
826,Miranda,Venezuela,10.4966,-66.8446,America/Caracas,"CANTV Servicios, Venezuela","CANTV Servicios, Venezuela","AS8048 CANTV Servicios, Venezuela"
827,New York,United States,40.7128,-74.006,America/New_York,Verizon Business,IBM Cloud Managed Application Services,AS701 Verizon Business
828,FCT,Nigeria,9.05785,7.49508,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,AS36873 Airtel Networks Limited
829,Jeollanam-do,South Korea,35.0302,126.7129,Asia/Seoul,Korea Telecom,Jeonnambonbujang,AS4766 Korea Telecom
830,South Holland,The Netherlands,51.9235,4.4813,Europe/Amsterdam,Universiteit van Amsterdam,Uvanet1,AS1124 Universiteit van Amsterdam
831,Kentucky,United States,37.8868,-84.5667,America/New_York,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
832,Tokyo,Japan,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.
833,Zurich,Switzerland,47.4541,8.5648,Europe/Zurich,Provider:Swisscom IP-Plus,Bundesamt fuer Meteorologie und Klimatologie,AS559 SWITCH
834,Ohio,United States,41.4993,-81.6944,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
835,Henan,China,34.7599,113.6459,Asia/Shanghai,China Mobile communications corporation,China Mobile,"AS24445 Henan Mobile Communications Co.,Ltd"
836,Mississippi,United States,32.2988,-90.1848,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
837,Florida,United States,30.1029,-81.7104,America/New_York,Bank of America,Bank of America,
838,Ogun State,Nigeria,6.6833,3.2367,Africa/Lagos,Living Faith Church WorldWide,Living Faith Church WorldWide,AS328503 Living Faith Church WorldWide
839,Tokyo,Japan,35.6895,139.692,Asia/Tokyo,Amazon Technologies Inc.,AWS EC2 (ap-northeast-1),"AS16509 Amazon.com, Inc."
840,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
841,Guangdong,China,23.0261,113.1371,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
842,British Columbia,Canada,50.5833,-126.9167,America/Vancouver,Shaw Communications Inc.,Shaw Communications Inc.,AS6327 Shaw Communications Inc.
843,South Kalimantan,Indonesia,-3.47829,115.899,Asia/Makassar,ANNURNETWORK,PT Media Annur Nusantara,
844,Texas,United States,29.643,-95.6443,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
845,Texas,United States,29.5523,-95.7969,America/Chicago,PRAIRIE VIEW A&M UNIVERSITY,Prairie View A&M University,AS46335 PRAIRIE VIEW A&M UNIVERSITY
846,West Virginia,United States,37.797,-81.1979,America/New_York,Suddenlink Communications,Suddenlink Communications,AS19108 Optimum
847,Chelyabinsk Oblast,Russia,53.4147,59.0262,Asia/Yekaterinburg,Intersvyaz-2 JSC,,AS8369 Intersvyaz-2 JSC
848,New York,United States,40.7128,-74.006,America/New_York,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
849,Tokyo,Japan,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.
