index,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
820,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
821,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
822,*,*,*,*,1,Secondary/Basic,"""*""",International,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,1,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Enrolled
823,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
824,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
825,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Graduate
826,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
827,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
828,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Graduate
829,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Dropout
830,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
831,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Other/Unknown,Not Employed/Unknown,Not Employed/Unknown,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Dropout
832,*,*,*,*,1,Secondary/Basic,"""*""",International,*,Higher Ed,Employed,Employed,*,0,0,0,*,1,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Enrolled
833,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Dropout
834,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Not Employed/Unknown,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Dropout
835,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Enrolled
836,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Dropout
837,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Enrolled
838,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,High (>2%),Recession (<0),Dropout
839,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Graduate
840,*,*,*,*,1,Secondary/Basic,"""*""",International,*,Higher Ed,Employed,Employed,*,0,0,0,*,1,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Dropout
841,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Enrolled
843,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Graduate
844,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Other/Unknown,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Graduate
845,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Dropout
846,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
847,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
848,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Enrolled
849,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
850,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Graduate
851,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,High (>2%),Recession (<0),Enrolled
852,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
853,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,High (>2%),Recession (<0),Graduate
854,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Enrolled
855,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Dropout
856,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
857,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
858,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Dropout
859,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Not Employed/Unknown,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Dropout
860,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
861,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Dropout
862,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
863,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
864,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
865,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
867,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
868,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Graduate
869,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Graduate
870,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Graduate
871,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Other/Unknown,Not Employed/Unknown,Not Employed/Unknown,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Dropout
872,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Graduate
873,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Enrolled
874,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Graduate
875,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Graduate
876,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Dropout
877,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Dropout
878,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Graduate
879,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Dropout
880,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,1,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
881,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Graduate
882,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Dropout
883,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Dropout
884,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
885,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Other/Unknown,Not Employed/Unknown,Not Employed/Unknown,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Graduate
886,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Not Employed/Unknown,Not Employed/Unknown,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Graduate
887,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Graduate
888,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
889,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
890,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
891,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Dropout
892,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,High (>2%),Recession (<0),Graduate
893,*,*,*,*,0,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Dropout
894,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Graduate
896,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Graduate
898,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Enrolled
899,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
900,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
901,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
902,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Graduate
903,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Graduate
904,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,High (>2%),Recession (<0),Dropout
905,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
906,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Dropout
907,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,High (>2%),Recession (<0),Graduate
908,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Enrolled
909,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Dropout
910,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Graduate
911,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
912,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,High (>2%),Recession (<0),Dropout
913,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Graduate
914,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
915,*,*,*,*,1,Secondary/Basic,"""*""",International,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,1,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
916,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Other/Unknown,Not Employed/Unknown,Not Employed/Unknown,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Dropout
917,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Dropout
918,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Graduate
919,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
920,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
921,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
922,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Higher Ed,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Dropout
923,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Dropout
924,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,High (>2%),Recession (<0),Enrolled
925,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Graduate
927,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Enrolled
928,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Enrolled
929,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Not Employed/Unknown,Not Employed/Unknown,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Dropout
930,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Enrolled
931,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
932,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
933,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Dropout
934,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Enrolled
935,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Low (0-2%),Growth (>=0),Graduate
936,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Dropout
937,*,*,*,*,0,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Enrolled
938,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,High (>2%),Growth (>=0),Enrolled
939,*,*,*,*,0,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Not Employed/Unknown,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Dropout
940,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
941,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Graduate
942,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,<10%,Deflation (<0%),Recession (<0),Enrolled
943,*,*,*,*,1,Higher Ed,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,High (>2%),Recession (<0),Dropout
944,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,1,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
945,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,1,0,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,10-15%,Low (0-2%),Growth (>=0),Graduate
946,*,*,*,*,1,Secondary/Basic,"""*""",Domestic,*,Secondary/Basic,Employed,Employed,*,0,1,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,>15%,Low (0-2%),Recession (<0),Graduate
